C.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	kapuĉo	kapuĉo	a hood, a cowl	grupo	alternativoj	prononco
level	karaso	karaso	a crucian carp	grupo	alternativoj	prononco
level	kariertabelo	kariertabelo	a résumé	grupo	alternativoj	prononco
level	karolo	karolo	a carol	grupo	alternativoj	prononco
level	kasko	kasko	a helmet, a casque	grupo	alternativoj	prononco
level	kiraso	kiraso	a armor, an armored car, armor plate	grupo	alternativoj	prononco
level	klaŭno	klaŭno	a clown	grupo	alternativoj	prononco
level	kokosujo (kokosarbo)	kokosujo (kokosarbo)	a cocoa tree	grupo	alternativoj	prononco
level	koloseo	koloseo	Coliseum	grupo	alternativoj	prononco
level	kolumbario	kolumbario	a ossuary, a catacombo	grupo	alternativoj	prononco
level	komikulo	komikulo	a comedian	grupo	alternativoj	prononco
level	kompakt-disko	kompakt-disko	a compact-disc	grupo	alternativoj	prononco
level	konsilanto	konsilanto	an adviser, a counsellor	grupo	alternativoj	prononco
level	kontanto	kontanto	a cash money	grupo	alternativoj	prononco
level	konvekto	konvekto	a convection	grupo	alternativoj	prononco
level	krevmaizo	krevmaizo	a popcorn	grupo	alternativoj	prononco
level	kriplulo	kriplulo	a crippled	grupo	alternativoj	prononco
level	lafo	lafo	lava	grupo	alternativoj	prononco
level	lambastono	lambastono	a crutch	grupo	alternativoj	prononco
level	lampiro	lampiro	a glow worm	grupo	alternativoj	prononco
level	leprulo	leprulo	a leper	grupo	alternativoj	prononco
level	levilo (leviero)	levilo (leviero)	a lever	grupo	alternativoj	prononco
level	lombardejo	lombardejo	a pawnshop	grupo	alternativoj	prononco
level	lulkanto	lulkanto	a lullaby	grupo	alternativoj	prononco
level	malalta tajdo	malalta tajdo	a low tide	grupo	alternativoj	prononco
level	mefito	mefito	a skunk	grupo	alternativoj	prononco
level	meteostacio	meteostacio	a meteostation	grupo	alternativoj	prononco
level	mielmonato	mielmonato	a honey moon	grupo	alternativoj	prononco
level	mimo	mimo	a mime	grupo	alternativoj	prononco
level	miopulo	miopulo	a near-sighted person	grupo	alternativoj	prononco
level	mokso	mokso	a moxibustion	grupo	alternativoj	prononco
level	montra ŝranko	montra ŝranko	a showcase	grupo	alternativoj	prononco
level	mutacio	mutacio	a mutation	grupo	alternativoj	prononco
level	mutulo	mutulo	a mute person	grupo	alternativoj	prononco
level	nano	nano	a dwarf, a midget, a little person	grupo	alternativoj	prononco
level	NIFO	NIFO	UFO	grupo	alternativoj	prononco
level	noktoklubo	noktoklubo	a nightclub	grupo	alternativoj	prononco
level	nutroĉeno	nutroĉeno	a food chain	grupo	alternativoj	prononco
level	otario	otario	an otter	grupo	alternativoj	prononco
level	palpebrumo	palpebrumo	a wink, a blink	grupo	alternativoj	prononco
level	paralizito	paralizito	a palsied person	grupo	alternativoj	prononco
level	paŝtejo (ranĉo)	paŝtejo (ranĉo)	a pasture	grupo	alternativoj	prononco
level	pastoro	pastoro	a pastor	grupo	alternativoj	prononco
level	paviliono	paviliono	a pavilion	grupo	alternativoj	prononco
level	pediatro	pediatro	a paediatrician, a pediatrist	grupo	alternativoj	prononco
level	pego	pego	a woodpecker	grupo	alternativoj	prononco
level	pendola buso	pendola buso	a pendulum bus	grupo	alternativoj	prononco
level	pesto	pesto	pest, plague	grupo	alternativoj	prononco
level	pezlevo (-isto)	pezlevo (-isto)	weightlifting (a weightlifter)	grupo	alternativoj	prononco
level	piĵamo	piĵamo	pajama, pyjama	grupo	alternativoj	prononco
level	planklumoj	planklumoj	footlights	grupo	alternativoj	prononco
level	plastika kirurgo	plastika kirurgo	a plastic surgeon	grupo	alternativoj	prononco
level	pordfosto	pordfosto	a doorpost	grupo	alternativoj	prononco
level	pordistejo	pordistejo	a guard room, a janitor room	grupo	alternativoj	prononco
level	printempa ekvinokso	printempa ekvinokso	a spring equinox	grupo	alternativoj	prononco
level	projekciilo	projekciilo	a projector	grupo	alternativoj	prononco
level	prokuroro	prokuroro	a prosecutor, a procurator	grupo	alternativoj	prononco
level	pufpano (sponga ~)	pufpano (sponga ~)	a custard bread	grupo	alternativoj	prononco
level	pulio	pulio	a pulley	grupo	alternativoj	prononco
level	rabatvendo	rabatvendo	a discount sales	grupo	alternativoj	prononco
level	radaro	radaro	a radar	grupo	alternativoj	prononco
level	radioaktiveco	radioaktiveco	a radioactivity	grupo	alternativoj	prononco
level	radioaparato	radioaparato	a radio	grupo	alternativoj	prononco
level	remaĉado	remaĉado	remunation	grupo	alternativoj	prononco
level	remilo	remilo	an oar	grupo	alternativoj	prononco
level	reta gazeto	reta gazeto	an online magazine	grupo	alternativoj	prononco
level	rifuĝinto	rifuĝinto	a refugee	grupo	alternativoj	prononco
level	riglilo	riglilo	a bolt	grupo	alternativoj	prononco
level	risorto	risorto	a spring	grupo	alternativoj	prononco
level	amboso	amboso	an anvil	grupo	alternativoj	prononco
level	ruldomo (domveturilo)	ruldomo (domveturilo)	a camping car, a motor home	grupo	alternativoj	prononco
level	rulseĝo	rulseĝo	a wheelchair	grupo	alternativoj	prononco
level	rulŝtono	rulŝtono	a river rock, a pebble	grupo	alternativoj	prononco
level	artifiko	artifiko	an artifice, a trick	grupo	alternativoj	prononco
level	sceptro	sceptro	a scepter	grupo	alternativoj	prononco
level	selo	selo	a saddle	grupo	alternativoj	prononco
level	servico	servico	a crokery set, a service	grupo	alternativoj	prononco
level	simulanto	simulanto	a sick patient, a malingerer	grupo	alternativoj	prononco
level	skarpo	skarpo	a scarf	grupo	alternativoj	prononco
level	skermado	skermado	fencing	grupo	alternativoj	prononco
level	sketilo	sketilo	a skate (=glitilo)	grupo	alternativoj	prononco
level	ĉarniro	ĉarniro	a hinge	grupo	alternativoj	prononco
level	spektanto	spektanto	a spectator, a viewer	grupo	alternativoj	prononco
level	spino (vertebraro)	spino (vertebraro)	a spine	grupo	alternativoj	prononco
level	sprono	sprono	a spur	grupo	alternativoj	prononco
level	stampilo	stampilo	a stamp, a punch	grupo	alternativoj	prononco
level	stepo	stepo	a steppe	grupo	alternativoj	prononco
level	stetoskopo	stetoskopo	a stethoscope	grupo	alternativoj	prononco
level	stipendiulo	stipendiulo	an exhibitioner, a scholar	grupo	alternativoj	prononco
level	stuci	stuci	to trim, to pollard	grupo	alternativoj	prononco
level	sukringo	sukringo	a tree ring, anual ring	grupo	alternativoj	prononco
level	surfado	surfado	surfing	grupo	alternativoj	prononco
level	surfo	surfo	a surf	grupo	alternativoj	prononco
level	surfotabulo	surfotabulo	a surfing board	grupo	alternativoj	prononco
level	svatanto	svatanto	a gobetween, a matchmaker	grupo	alternativoj	prononco
level	tajdo	tajdo	a tide	grupo	alternativoj	prononco
level	talpo	talpo	a mole	grupo	alternativoj	prononco
level	tamburisto	tamburisto	a drummer	grupo	alternativoj	prononco
level	tanko	tanko	a tank	grupo	alternativoj	prononco
level	telerlavujo	telerlavujo	a sink	grupo	alternativoj	prononco
level	tempopasigo	tempopasigo	a passtime	grupo	alternativoj	prononco
level	terfalo	terfalo	a landslide	grupo	alternativoj	prononco
level	tineo	tineo	a tineid, a clothes moth	grupo	alternativoj	prononco
level	bubalo	bubalo	a buffalo	grupo	alternativoj	prononco
level	tornistro (dorsosako)	tornistro (dorsosako)	a backpack (backpack)	grupo	alternativoj	prononco
level	trifolio	trifolio	a clover, a shamrock	grupo	alternativoj	prononco
level	trompisto	trompisto	an impostor	grupo	alternativoj	prononco
level	tropiko	tropiko	a tropic	grupo	alternativoj	prononco
level	vakero	vakero	a cowboy	grupo	alternativoj	prononco
level	vangokaveto	vangokaveto	a dimple	grupo	alternativoj	prononco
level	vartistino	vartistino	a nanny, a child carer, a babysitter	grupo	alternativoj	prononco
level	venuso	venuso	Venus	grupo	alternativoj	prononco
level	videokamerao	videokamerao	a video camera	grupo	alternativoj	prononco
level	vintrodormo	vintrodormo	a hibernation	grupo	alternativoj	prononco
level	voĉkordoj	voĉkordoj	vocal cords	grupo	alternativoj	prononco
level	zipo	zipo	a zipper	grupo	alternativoj	prononco
level	zookulturado	zookulturado	farming of animals	grupo	alternativoj	prononco
level	agonii	agonii	to suffer the throes of death, to be dying	grupo	alternativoj	prononco
level	ĉarlatano	ĉarlatano	a charlatan	grupo	alternativoj	prononco
level	ĉasaviadilo	ĉasaviadilo	a fighter plane	grupo	alternativoj	prononco
level	ĉenkanto	ĉenkanto	a canon song, a round song	grupo	alternativoj	prononco
level	ĉielskrapulo	ĉielskrapulo	a skyscraper	grupo	alternativoj	prononco
level	ĉizilo	ĉizilo	a chisel	grupo	alternativoj	prononco
level	ĝibulo	ĝibulo	a hunchback	grupo	alternativoj	prononco
level	ŝovelmaŝino	ŝovelmaŝino	an excavator	grupo	alternativoj	prononco
level	ŝpateto	ŝpateto	a hoe, a small spade	grupo	alternativoj	prononco
level	ŝprucigilo	ŝprucigilo	a sprinkler	grupo	alternativoj	prononco
level	ŝtupetaro	ŝtupetaro	a ladder	grupo	alternativoj	prononco
level	ŝukorno	ŝukorno	a shoe horn	grupo	alternativoj	prononco
level	branko	branko	a gill, a branchia	grupo	alternativoj	prononco
level	afekti	afekti	to feign, to pretend	grupo	alternativoj	prononco
level	kaleŝo	kaleŝo	a carriage	grupo	alternativoj	prononco
level	ĉarpenti	ĉarpenti	to carpenter, to build, to construct	grupo	alternativoj	prononco
level	atenci	atenci	to assault	grupo	alternativoj	prononco
level	cimo	cimo	a bedbug, a hemipteran	grupo	alternativoj	prononco
level	argilo	argilo	clay	grupo	alternativoj	prononco
level	amfibio	amfibio	an amphibian	grupo	alternativoj	prononco
level	abdiko	abdiko	abdication	grupo	alternativoj	prononco
level	degeneri	degeneri	to degenerate	grupo	alternativoj	prononco
level	adulto	adulto	an adultery	grupo	alternativoj	prononco
level	ardeo	ardeo	a heron	grupo	alternativoj	prononco
level	absorbo	absorbo	absorption	grupo	alternativoj	prononco
level	abato	abato	an abbot	grupo	alternativoj	prononco
level	arĉo	arĉo	a bow of musical instruments	grupo	alternativoj	prononco
level	asparago	asparago	asparagus	grupo	alternativoj	prononco
level	akuto	akuto	acuteness	grupo	alternativoj	prononco
level	absinto	absinto	absinth, a worm wood	grupo	alternativoj	prononco
level	akaro	akaro	a mite	grupo	alternativoj	prononco
level	alciono	alciono	a halcyon, a kingfisher	grupo	alternativoj	prononco
level	akuŝo	akuŝo	to be in labor, to give birth	grupo	alternativoj	prononco
level	agaco	agaco	aggravation, annoyance, irritation	grupo	alternativoj	prononco
level	amelo	amelo	starch	grupo	alternativoj	prononco
level	akaparo	akaparo	cornering the market, monopoly	grupo	alternativoj	prononco
level	ĉasta	ĉasta	chaste	grupo	alternativoj	prononco
level	civeto	civeto	a civet (=cibeto)	grupo	alternativoj	prononco
level	Aleksandro	Aleksandro	Alexander	grupo	alternativoj	prononco
level	absceso	absceso	an abscess	grupo	alternativoj	prononco
level	Anunciacio	Anunciacio	Annunciation	grupo	alternativoj	prononco
level	alno	alno	an alder, an elder	grupo	alternativoj	prononco
level	alteo	alteo	Althea, hibiscus	grupo	alternativoj	prononco
level	akcipitro	akcipitro	a goshawk, a hwak	grupo	alternativoj	prononco
level	amputo	amputo	amputation	grupo	alternativoj	prononco
level	altaro	altaro	an altar	grupo	alternativoj	prononco
level	ablativo	ablativo	ablative	grupo	alternativoj	prononco
level	aluno	aluno	alum	grupo	alternativoj	prononco
level	amoniako	amoniako	anhydrous ammonia	grupo	alternativoj	prononco
level	amortizo	amortizo	amortization	grupo	alternativoj	prononco
level	stevardo	stevardo	a steward	grupo	alternativoj	prononco
level	stevardino	stevardino	a stewardess	grupo	alternativoj	prononco
level	blizardo	blizardo	a blizzard	grupo	alternativoj	prononco
level	debuti	debuti	to debut	grupo	alternativoj	prononco
level	delto	delto	delta	grupo	alternativoj	prononco
level	orumi	orumi	to plate in gold, to overgild	grupo	alternativoj	prononco
level	apokalipsa	apokalipsa	apocalyptic	grupo	alternativoj	prononco
level	ribelo	ribelo	a rebellion, uprising	grupo	alternativoj	prononco
level	baledo	baledo	ballet	grupo	alternativoj	prononco
level	bangalo	bangalo	a bungalow	grupo	alternativoj	prononco
level	pikniki	pikniki	to picnic, to go on a picnic	grupo	alternativoj	prononco
level	avataro	avataro	an avatar	grupo	alternativoj	prononco
level	centavo	centavo	a centavo	grupo	alternativoj	prononco
level	branpano	branpano	a wholemeal bread	grupo	alternativoj	prononco
level	aermatraco	aermatraco	an airbed	grupo	alternativoj	prononco
level	banĝo	banĝo	a banjo	grupo	alternativoj	prononco
level	bideo	bideo	a bidet	grupo	alternativoj	prononco
level	apendico	apendico	appendix	grupo	alternativoj	prononco
level	flankokupo	flankokupo	a pastime, a hobby	grupo	alternativoj	prononco
level	agavo	agavo	Agave	grupo	alternativoj	prononco
level	brezi	brezi	to braise (in weak heat)	grupo	alternativoj	prononco
level	demenco	demenco	a dementia	grupo	alternativoj	prononco
level	ĉevalpovo	ĉevalpovo	a horsepower	grupo	alternativoj	prononco
level	cipreso	cipreso	a cypress	grupo	alternativoj	prononco
level	citro	citro	a zither (instrument)	grupo	alternativoj	prononco
level	abituro	abituro	a high-school graduate, an arbituro	grupo	alternativoj	prononco
level	anso	anso	a handle, a latch, a knob	grupo	alternativoj	prononco
level	harti	harti	to fortify iron	grupo	alternativoj	prononco
level	monitoro	monitoro	a monitor	grupo	alternativoj	prononco
level	bonhavo	bonhavo	an asset, a possession, a property	grupo	alternativoj	prononco
level	afido	afido	an aphid, aphis (insect)	grupo	alternativoj	prononco
level	ceceo	ceceo	a tsetse fly	grupo	alternativoj	prononco
level	anemio	anemio	anemia (lack of blood)	grupo	alternativoj	prononco
level	bromelio	bromelio	bromelia (a plant)	grupo	alternativoj	prononco
level	araŭkario	araŭkario	a monkey puzzle, a Chili pine	grupo	alternativoj	prononco
level	akaĵuo	akaĵuo	a cashew, a cachew nut	grupo	alternativoj	prononco
level	zoologia	zoologia	zoological	grupo	alternativoj	prononco
level	bucero	bucero	a hornbill (bird)	grupo	alternativoj	prononco
level	Danubo	Danubo	Danube	grupo	alternativoj	prononco
level	damasko	damasko	Damascus	grupo	alternativoj	prononco
level	dativo	dativo	dative	grupo	alternativoj	prononco
level	daturo	daturo	a thorn apple, jimson weed	grupo	alternativoj	prononco
level	deĉifro	deĉifro	decipher	grupo	alternativoj	prononco
level	decimalo	decimalo	a decimal	grupo	alternativoj	prononco
level	bombardo	bombardo	bombardment	grupo	alternativoj	prononco
level	bramo	bramo	Brahma	grupo	alternativoj	prononco
level	brano	brano	bran	grupo	alternativoj	prononco
level	brogo	brogo	scalding, put in boiling water	grupo	alternativoj	prononco
level	bojkoto	bojkoto	a boycott	grupo	alternativoj	prononco
level	bokso	bokso	boxing	grupo	alternativoj	prononco
level	bobeno	bobeno	a reel, a spool, a bobbin	grupo	alternativoj	prononco
level	biso	biso	an encore call	grupo	alternativoj	prononco
level	bismuto	bismuto	bismuth	grupo	alternativoj	prononco
level	boao	boao	a boa	grupo	alternativoj	prononco
level	avelo	avelo	a hazelnut	grupo	alternativoj	prononco
level	azoto	azoto	azote, nitrogen	grupo	alternativoj	prononco
level	aroganta	aroganta	arrogant	grupo	alternativoj	prononco
level	Antono	Antono	Anthony	grupo	alternativoj	prononco
level	Anno	Anno	Anna	grupo	alternativoj	prononco
level	Berto	Berto	Bert	grupo	alternativoj	prononco
level	apelacio	apelacio	an appeal, an accuser	grupo	alternativoj	prononco
level	antimono	antimono	<chem> antimony	grupo	alternativoj	prononco
level	apokrifo	apokrifo	apocrypha	grupo	alternativoj	prononco
level	apoteozo	apoteozo	apotheosis	grupo	alternativoj	prononco
level	ardezo	ardezo	slate	grupo	alternativoj	prononco
level	anizo	anizo	an anise	grupo	alternativoj	prononco
level	aso	aso	ace	grupo	alternativoj	prononco
level	artrito	artrito	arthritis	grupo	alternativoj	prononco
level	analogo	analogo	analogue	grupo	alternativoj	prononco
level	anekso	anekso	annexation	grupo	alternativoj	prononco
level	aŭtonomo	aŭtonomo	independence, autonomity	grupo	alternativoj	prononco
level	banalo	banalo	being banal, a commonplace	grupo	alternativoj	prononco
level	balustrado	balustrado	balustrade, a railing	grupo	alternativoj	prononco
level	bando	bando	a band, a gang	grupo	alternativoj	prononco
level	bankroto	bankroto	bankruptcy	grupo	alternativoj	prononco
level	bajoneto	bajoneto	a bayonet	grupo	alternativoj	prononco
level	cedro	cedro	a cedar	grupo	alternativoj	prononco
level	ĉano	ĉano	a cock (of a gun), a hammer (of a gun)	grupo	alternativoj	prononco
level	afekcii	afekcii	to affect	grupo	alternativoj	prononco
level	hardi	hardi	to toughen	grupo	alternativoj	prononco
level	areno	areno	an arena	grupo	alternativoj	prononco
level	arseniko	arseniko	<chem> arsenic	grupo	alternativoj	prononco
level	borakso	borakso	borax	grupo	alternativoj	prononco
level	aspiro	aspiro	aspiration	grupo	alternativoj	prononco
level	atribuo	atribuo	attribution, allocation	grupo	alternativoj	prononco
level	asimilo	asimilo	assimilation	grupo	alternativoj	prononco
level	burdo	burdo	a bumblebee	grupo	alternativoj	prononco
level	Celsiusgrado	Celsiusgrado	Celsius (temperature)	grupo	alternativoj	prononco
