C.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	antaŭsento	antaŭsento	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	antaŭurbo	a suburb	grupo	alternativoj	prononco
level	kakto	kakto	a cactus	grupo	alternativoj	prononco
level	satiro	satiro	a satire	grupo	alternativoj	prononco
level	urbodomo	urbodomo	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	dimensio	a dimension, size	grupo	alternativoj	prononco
level	obstina	obstina	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	motivo	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	urbego	a big city	grupo	alternativoj	prononco
level	bleki	bleki	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	civila	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	norvego	a Norwegian person	grupo	alternativoj	prononco
level	indigni	indigni	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	simbolo	a symbol	grupo	alternativoj	prononco
level	genro	genro	a gender	grupo	alternativoj	prononco
level	brando	brando	a brandy	grupo	alternativoj	prononco
level	longitudo	longitudo	longitude	grupo	alternativoj	prononco
level	ĉerko	ĉerko	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	lernoobjekto	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	lernohoro	a learning hour	grupo	alternativoj	prononco
level	trafiko	trafiko	a traffic	grupo	alternativoj	prononco
level	svedo	svedo	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	lernoĉambro	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	lernokotizo	a school fee	grupo	alternativoj	prononco
level	lesivo	lesivo	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	akno	an acne, a pimple	grupo	alternativoj	prononco
level	infero	infero	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	lernosako	a school bag	grupo	alternativoj	prononco
level	substantivo	substantivo	a substantive, a noun	grupo	alternativoj	prononco
level	islando	islando	Iceland	grupo	alternativoj	prononco
level	malica	malica	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	latitudo	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	pado (arbarvojeto)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	buklo	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	akupunkturo	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	metilernanto	an apprentice	grupo	alternativoj	prononco
level	sorgo	sorgo	a sorghum	grupo	alternativoj	prononco
level	grati	grati	to scratch	grupo	alternativoj	prononco
level	analizi	analizi	to analyse	grupo	alternativoj	prononco
level	gripo	gripo	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	paciento	a patient	grupo	alternativoj	prononco
level	brido	brido	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	mirtelo	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	ambasadoro	an ambassador	grupo	alternativoj	prononco
level	oratori	oratori	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	amato	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	kombilo	a comb	grupo	alternativoj	prononco
level	Jugoslavio	Jugoslavio	Yugoslavia	grupo	alternativoj	prononco
level	establi	establi	to establish, to build	grupo	alternativoj	prononco
level	nuba	nuba	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	volumo	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	aŭtomata	automatic	grupo	alternativoj	prononco
level	monstro	monstro	a monster, a freak	grupo	alternativoj	prononco
level	spirita	spirita	spiritual	grupo	alternativoj	prononco
level	landlima	landlima	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	ĉiopova	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	kalkanumo	heel	grupo	alternativoj	prononco
level	sindikato	sindikato	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	propraĵo	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	landlimo	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	politikisto	a politician	grupo	alternativoj	prononco
level	timo	timo	a fear	grupo	alternativoj	prononco
level	dommastrino	dommastrino	a housewife	grupo	alternativoj	prononco
level	benzinstacio	benzinstacio	a gas station	grupo	alternativoj	prononco
level	unika	unika	unique	grupo	alternativoj	prononco
level	regula	regula	regular	grupo	alternativoj	prononco
level	subtrahi	subtrahi	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	premii	to award, to award a prize	grupo	alternativoj	prononco
level	greka	greka	Greek	grupo	alternativoj	prononco
level	mejlo	mejlo	a mile	grupo	alternativoj	prononco
level	aflikti	aflikti	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	raso	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	spinaco	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	fromaĝkuko	a cheese cake	grupo	alternativoj	prononco
level	inventi	inventi	to invent	grupo	alternativoj	prononco
level	grandioza	grandioza	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	laŭdo	a praise, a laud	grupo	alternativoj	prononco
level	formulo	formulo	a formula	grupo	alternativoj	prononco
level	lubriki	lubriki	to lubricate	grupo	alternativoj	prononco
level	komedio	komedio	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	stirilo (direktilo)	a steering wheel	grupo	alternativoj	prononco
level	federacio	federacio	a federation	grupo	alternativoj	prononco
level	bruo	bruo	noise, a noise	grupo	alternativoj	prononco
level	juste	juste	fairly	grupo	alternativoj	prononco
level	inundi	inundi	to flood, to inundate	grupo	alternativoj	prononco
level	miraklo	miraklo	a miracle	grupo	alternativoj	prononco
level	ofendi	ofendi	to offend	grupo	alternativoj	prononco
level	abandoni	abandoni	to abandon, to relinquish	grupo	alternativoj	prononco
level	rozkolora	rozkolora	pink (color), rose colored	grupo	alternativoj	prononco
level	ekipi	ekipi	to equip, to furnish	grupo	alternativoj	prononco
level	musko	musko	a moss	grupo	alternativoj	prononco
level	metroo	metroo	metro, subway train, tube	grupo	alternativoj	prononco
level	fonti	fonti	to spring (from a source), to well up	grupo	alternativoj	prononco
level	velado	velado	a sailing	grupo	alternativoj	prononco
level	veliri	veliri	to sail	grupo	alternativoj	prononco
level	akcento	akcento	an accent	grupo	alternativoj	prononco
level	hejmtasko	hejmtasko	a homework	grupo	alternativoj	prononco
level	termofonto	termofonto	a hot spring	grupo	alternativoj	prononco
level	bagatelo	bagatelo	a bagatelle, a trifle	grupo	alternativoj	prononco
level	alarmo	alarmo	an alarm, an alert	grupo	alternativoj	prononco
level	analfabeto	analfabeto	an illiterate, an analphabet	grupo	alternativoj	prononco
level	termobotelo	termobotelo	a thermos (a bottle)	grupo	alternativoj	prononco
level	antarkto	antarkto	Antarctica	grupo	alternativoj	prononco
level	teknologio	teknologio	technology, a technology	grupo	alternativoj	prononco
level	fuĝi	fuĝi	to flee, to run away	grupo	alternativoj	prononco
level	atom-energia centralo	atom-energia centralo	a nuclear power plant	grupo	alternativoj	prononco
level	azaleo	azaleo	an azalea	grupo	alternativoj	prononco
level	teknologia	teknologia	technological	grupo	alternativoj	prononco
level	alko	alko	an elk	grupo	alternativoj	prononco
level	riveli	riveli	to reveal, to develop (photo)	grupo	alternativoj	prononco
level	brajlo	brajlo	a braille	grupo	alternativoj	prononco
level	ŝoso	ŝoso	a sprout, a shoot	grupo	alternativoj	prononco
level	dialogo	dialogo	a dialogue	grupo	alternativoj	prononco
level	buŝharmoniko	buŝharmoniko	a harmonica	grupo	alternativoj	prononco
level	teknika	teknika	technical	grupo	alternativoj	prononco
level	verkisto	verkisto	an author, a writer	grupo	alternativoj	prononco
level	cunamo	cunamo	a tsunami	grupo	alternativoj	prononco
level	kontinento	kontinento	a continent	grupo	alternativoj	prononco
level	konsulo	konsulo	a consul	grupo	alternativoj	prononco
level	kaduka	kaduka	dilapidated, decayed	grupo	alternativoj	prononco
level	Hispanio	Hispanio	Spain	grupo	alternativoj	prononco
level	fajrobrigado	fajrobrigado	a fire brigade, a fire department	grupo	alternativoj	prononco
level	mineralo	mineralo	a mineral	grupo	alternativoj	prononco
level	fantomo	fantomo	a phantom, a ghost	grupo	alternativoj	prononco
level	geografio	geografio	geography	grupo	alternativoj	prononco
level	fiŝhoko	fiŝhoko	a fish hook	grupo	alternativoj	prononco
level	fajrbrigadano	fajrbrigadano	a fireman (of a fire brigade)	grupo	alternativoj	prononco
level	fajrilo	fajrilo	a lighter	grupo	alternativoj	prononco
level	tramo	tramo	a tram, a streetcar	grupo	alternativoj	prononco
level	murdi	murdi	to murder	grupo	alternativoj	prononco
level	infekti	infekti	to infect, to contaminate	grupo	alternativoj	prononco
level	galaksio	galaksio	a galaxy	grupo	alternativoj	prononco
level	filozofio	filozofio	philosophy	grupo	alternativoj	prononco
level	monofero	monofero	a money contribution	grupo	alternativoj	prononco
level	geno	geno	a gene	grupo	alternativoj	prononco
level	glaciejo	glaciejo	a glacier	grupo	alternativoj	prononco
level	terapio	terapio	therapy	grupo	alternativoj	prononco
level	sledo	sledo	a sleigh, a sled, a sledge	grupo	alternativoj	prononco
level	glacimonto (bankizo)	glacimonto (bankizo)	an iceberg (an ice cap)	grupo	alternativoj	prononco
level	novelo	novelo	a short story, a novel	grupo	alternativoj	prononco
level	kolektiva	kolektiva	collective	grupo	alternativoj	prononco
level	glacipendaĵo	glacipendaĵo	an icicle	grupo	alternativoj	prononco
level	gutetigilo	gutetigilo	a spray	grupo	alternativoj	prononco
level	poŝmono	poŝmono	pocket money, an allowance (money)	grupo	alternativoj	prononco
level	hibisko	hibisko	a hibiscus	grupo	alternativoj	prononco
level	ekzekuti	ekzekuti	to execute	grupo	alternativoj	prononco
level	injektilo	injektilo	an injector, a syringe	grupo	alternativoj	prononco
level	leŭtenanto	leŭtenanto	a lieutenant	grupo	alternativoj	prononco
level	jogano	jogano	a yogi	grupo	alternativoj	prononco
level	ŝmirmono	ŝmirmono	a bribe (money)	grupo	alternativoj	prononco
level	kaligrafo	kaligrafo	a caligraphy	grupo	alternativoj	prononco
level	balbuti	balbuti	to stammer, to stutter	grupo	alternativoj	prononco
level	kaskado	kaskado	a cascade, a waterfall	grupo	alternativoj	prononco
level	kiosko	kiosko	a kiosque	grupo	alternativoj	prononco
level	fluida	fluida	of fluid, liquid	grupo	alternativoj	prononco
level	mikrofono	mikrofono	a microphone	grupo	alternativoj	prononco
level	blasfemi	blasfemi	to blaspheme	grupo	alternativoj	prononco
level	komputila pirato	komputila pirato	a computer pirate, a hacker	grupo	alternativoj	prononco
level	vagi	vagi	to wander, to ramble, to meander	grupo	alternativoj	prononco
level	perspektivo	perspektivo	a perspective	grupo	alternativoj	prononco
level	adverbo	adverbo	an adverb	grupo	alternativoj	prononco
level	kudromaŝino	kudromaŝino	a sewing machine (=stebmaŝino)	grupo	alternativoj	prononco
level	kombini	kombini	to combine	grupo	alternativoj	prononco
level	atribui	atribui	to attribute	grupo	alternativoj	prononco
level	libelo	libelo	a dragonfly	grupo	alternativoj	prononco
level	amfiteatro	amfiteatro	an amphitheater (a circular theater)	grupo	alternativoj	prononco
level	ŝtrumpeto	ŝtrumpeto	a sock	grupo	alternativoj	prononco
level	akto	akto	an act	grupo	alternativoj	prononco
level	moskitvualo (-kurteno)	moskitvualo (-kurteno)	a mosquito net	grupo	alternativoj	prononco
level	amori	amori	to love sexually, to make love	grupo	alternativoj	prononco
level	kolombo	kolombo	a dove, a pigeon	grupo	alternativoj	prononco
level	naskiĝloko	naskiĝloko	a birthplace, a hometown, homestead (=hejmloko)	grupo	alternativoj	prononco
level	vibri	vibri	to vibrate	grupo	alternativoj	prononco
level	oksigeno	oksigeno	oxygen	grupo	alternativoj	prononco
level	aŭdaca	aŭdaca	audacious, bold, daring	grupo	alternativoj	prononco
level	oscedo	oscedo	yawn	grupo	alternativoj	prononco
level	brosi	brosi	to brush	grupo	alternativoj	prononco
level	pafarko	pafarko	a bow	grupo	alternativoj	prononco
level	paperkrampilo	paperkrampilo	a stapler	grupo	alternativoj	prononco
level	parlamentano	parlamentano	a member of Congress	grupo	alternativoj	prononco
level	mito	mito	a myth	grupo	alternativoj	prononco
level	kliniko	kliniko	a clinic	grupo	alternativoj	prononco
level	avantaĝo	avantaĝo	an advantage	grupo	alternativoj	prononco
level	pensiulo	pensiulo	a pensioner, an annuitant	grupo	alternativoj	prononco
level	procento	procento	a percent, percentage	grupo	alternativoj	prononco
level	pordisto	pordisto	a doorman, a guard, a janitor	grupo	alternativoj	prononco
level	dentopasto	dentopasto	a toothpaste	grupo	alternativoj	prononco
level	ministo	ministo	a miner	grupo	alternativoj	prononco
level	kategorio	kategorio	a category	grupo	alternativoj	prononco
level	trupo	trupo	a troop, a troupe	grupo	alternativoj	prononco
level	pulbazaro	pulbazaro	a flea market	grupo	alternativoj	prononco
level	jungi	jungi	to harness, to yoke	grupo	alternativoj	prononco
level	kvereli	kvereli	to quarrel, to wrangle, to fight	grupo	alternativoj	prononco
level	dentopikilo	dentopikilo	a toothpick	grupo	alternativoj	prononco
level	stacidomo	stacidomo	a terminal, a station	grupo	alternativoj	prononco
level	dentobroso	dentobroso	a toothbrush	grupo	alternativoj	prononco
level	falsa dento	falsa dento	a false tooth, a denture	grupo	alternativoj	prononco
level	Rubikono	Rubikono	Rubicon	grupo	alternativoj	prononco
level	inspiri	inspiri	to inspire	grupo	alternativoj	prononco
level	salmo	salmo	a salmon	grupo	alternativoj	prononco
level	Sankta Nikolao	Sankta Nikolao	St. Nicholas, Santa Claus	grupo	alternativoj	prononco
level	apostolo	apostolo	an apostle, a disciple	grupo	alternativoj	prononco
level	satelito	satelito	a satellite	grupo	alternativoj	prononco
level	rezoni	rezoni	to reason (with logic)	grupo	alternativoj	prononco
level	savjako	savjako	a life jacket	grupo	alternativoj	prononco
level	borso	borso	a stock market, a stock exchange	grupo	alternativoj	prononco
level	sepio (dekpieda)	sepio (dekpieda)	a squid	grupo	alternativoj	prononco
level	bloko	bloko	a block	grupo	alternativoj	prononco
level	siesto	siesto	a siesta, a nap	grupo	alternativoj	prononco
level	frue	frue	early	grupo	alternativoj	prononco
level	intervjuo	intervjuo	an interview	grupo	alternativoj	prononco
level	gimnazio	gimnazio	a grammar school, a middle school, a high school	grupo	alternativoj	prononco
level	peno	peno	an effort	grupo	alternativoj	prononco
level	verda standardo	verda standardo	a green banner (Esperanto)	grupo	alternativoj	prononco
level	mato	mato	a mat, a checkmate	grupo	alternativoj	prononco
level	impulso	impulso	an impulse	grupo	alternativoj	prononco
level	vakcinado	vakcinado	a vaccination	grupo	alternativoj	prononco
level	registri	registri	to register, to record, to note	grupo	alternativoj	prononco
level	sonregistrilo	sonregistrilo	a sound recorder	grupo	alternativoj	prononco
level	vetludanto	vetludanto	a gambler	grupo	alternativoj	prononco
level	palmo	palmo	a palm, a palm tree	grupo	alternativoj	prononco
level	veturmalsano	veturmalsano	a motion sickness	grupo	alternativoj	prononco
level	kolonelo	kolonelo	a colonel	grupo	alternativoj	prononco
level	trumpeto	trumpeto	a trumpet	grupo	alternativoj	prononco
level	imponi	imponi	to impress	grupo	alternativoj	prononco
level	agrikulturo	agrikulturo	agriculture, an agriculture	grupo	alternativoj	prononco
level	portreto	portreto	a portrait	grupo	alternativoj	prononco
level	gvardio	gvardio	a guard	grupo	alternativoj	prononco
level	farmisto	farmisto	a farmer (=terkulturisto)	grupo	alternativoj	prononco
level	kabano	kabano	a cabin, a hut, a shack	grupo	alternativoj	prononco
level	ŝamano	ŝamano	a shaman	grupo	alternativoj	prononco
level	deputi	deputi	to depute	grupo	alternativoj	prononco
level	muĝi	muĝi	to roar, to moo, to howl, to rumble	grupo	alternativoj	prononco
level	stimuli	stimuli	to stimulate	grupo	alternativoj	prononco
level	kondimento	kondimento	a condiment, seasoning	grupo	alternativoj	prononco
level	fliki	fliki	to patch up	grupo	alternativoj	prononco
level	apologio	apologio	an apology	grupo	alternativoj	prononco
level	ŝoseo	ŝoseo	a large streat, a highway	grupo	alternativoj	prononco
level	rimeno	rimeno	a strap, a belt	grupo	alternativoj	prononco
level	peranto	peranto	an agent, an intermediary, a mediator	grupo	alternativoj	prononco
level	ambicio	ambicio	an ambition	grupo	alternativoj	prononco
level	kraĉi	kraĉi	to spit	grupo	alternativoj	prononco
level	ludo	ludo	a play, a game	grupo	alternativoj	prononco
level	cikonio	cikonio	a stork	grupo	alternativoj	prononco
level	lokomotivo	lokomotivo	a locomotive, an engine	grupo	alternativoj	prononco
level	volanludo	volanludo	badminton	grupo	alternativoj	prononco
level	marioneto	marioneto	a marionette, a puppet	grupo	alternativoj	prononco
level	rento	rento	an (unearned) income, an annuity	grupo	alternativoj	prononco
level	atmosfero	atmosfero	atmosphere	grupo	alternativoj	prononco
level	asisti	asisti	to assist	grupo	alternativoj	prononco
level	vagonaro	vagonaro	a train (a series of wagons) (=trajno)	grupo	alternativoj	prononco
level	kegloludo	kegloludo	Bowling	grupo	alternativoj	prononco
level	virga	virga	virgin, virginal	grupo	alternativoj	prononco
level	olimpikaj ludoj	olimpikaj ludoj	(the) Olympic Games	grupo	alternativoj	prononco
level	apokalipso	apokalipso	apocalypse	grupo	alternativoj	prononco
level	tirano	tirano	a tyrant	grupo	alternativoj	prononco
level	regimento	regimento	a regiment	grupo	alternativoj	prononco
level	agiti	agiti	to agitate, to incite, to stir up	grupo	alternativoj	prononco
level	kanapo	kanapo	a couch	grupo	alternativoj	prononco
level	pavo	pavo	a peacock	grupo	alternativoj	prononco
level	labirinto	labirinto	a labyrinth, a maze	grupo	alternativoj	prononco
level	torento	torento	a torrent	grupo	alternativoj	prononco
level	venti	venti	to blow (wind)	grupo	alternativoj	prononco
level	prognozo	prognozo	a prognosis, a prediction, a forecast	grupo	alternativoj	prononco
level	kontesti	kontesti	to contest, to call into question	grupo	alternativoj	prononco
level	ventflago	ventflago	a wind flag	grupo	alternativoj	prononco
level	arbitra	arbitra	arbitrary	grupo	alternativoj	prononco
level	insidi	insidi	to lay a snare, to set a trap	grupo	alternativoj	prononco
level	bronzo	bronzo	a bronze	grupo	alternativoj	prononco
level	asembleo	asembleo	a assembly, a house	grupo	alternativoj	prononco
level	loto	loto	lot, a lot (in a lottery)	grupo	alternativoj	prononco
level	anuso	anuso	an anus	grupo	alternativoj	prononco
level	ventmontrilo	ventmontrilo	a weather vane	grupo	alternativoj	prononco
level	konciza	konciza	concise, brief, laconic	grupo	alternativoj	prononco
level	bufo	bufo	a toad	grupo	alternativoj	prononco
level	denunci	denunci	to denounce, to inform against, to accuse	grupo	alternativoj	prononco
level	diabeto	diabeto	diabetes	grupo	alternativoj	prononco
level	taksio	taksio	a taxi	grupo	alternativoj	prononco
level	teniso	teniso	tennis	grupo	alternativoj	prononco
level	reno	reno	a kidney	grupo	alternativoj	prononco
level	ventmuelilo	ventmuelilo	a windmill	grupo	alternativoj	prononco
level	akvomuelilo	akvomuelilo	a water-mill	grupo	alternativoj	prononco
level	alaŭdo	alaŭdo	a lark, a skylark	grupo	alternativoj	prononco
level	ŝaŭmo	ŝaŭmo	a foam, a froth, a bubble	grupo	alternativoj	prononco
level	kranio	kranio	a skull, a cranium	grupo	alternativoj	prononco
level	neĝi	neĝi	to snow	grupo	alternativoj	prononco
level	dresi	dresi	to tame, to train, to break in	grupo	alternativoj	prononco
level	grimaci	grimaci	to grimace, to scowl	grupo	alternativoj	prononco
level	akcio	akcio	a stock, a share	grupo	alternativoj	prononco
level	neĝa homo	neĝa homo	a snow man	grupo	alternativoj	prononco
level	kolbaso	kolbaso	a sausage	grupo	alternativoj	prononco
level	aperturo	aperturo	an aperture, an opening, an orifice, a vent	grupo	alternativoj	prononco
level	judo	judo	a Jewish person	grupo	alternativoj	prononco
level	malvesti (sin)	malvesti (sin)	to undress (oneself), to put off	grupo	alternativoj	prononco
level	seminario	seminario	a seminar, seminary	grupo	alternativoj	prononco
level	sulko	sulko	a groove, a wrinkle, a furrow	grupo	alternativoj	prononco
level	diagnozo	diagnozo	a diagnosis	grupo	alternativoj	prononco
level	umbiliko	umbiliko	a navel, a belly button, a umbilicus	grupo	alternativoj	prononco
level	grego	grego	a herd, a flock	grupo	alternativoj	prononco
level	kalumnii	kalumnii	to calumniate, to slander, to defame	grupo	alternativoj	prononco
level	deliri	deliri	to be delirious, to maunder, to rave	grupo	alternativoj	prononco
level	kaŭri	kaŭri	to crouch, to squat, to cower	grupo	alternativoj	prononco
level	respektiva	respektiva	respective	grupo	alternativoj	prononco
level	vestarko	vestarko	a hanger (cloths)	grupo	alternativoj	prononco
level	pompo	pompo	a pomp, a splendor, a display	grupo	alternativoj	prononco
level	korniko	korniko	a hooded crow	grupo	alternativoj	prononco
level	vestŝranko	vestŝranko	a closet	grupo	alternativoj	prononco
level	frivola	frivola	frivolous	grupo	alternativoj	prononco
level	opero	opero	an opera	grupo	alternativoj	prononco
level	garni	garni	to garnish, to reinforce, to strength, to stud	grupo	alternativoj	prononco
level	gladilo	gladilo	an iron	grupo	alternativoj	prononco
level	jugo	jugo	a yoke	grupo	alternativoj	prononco
level	beto	beto	a beet	grupo	alternativoj	prononco
level	heroldo	heroldo	a herald	grupo	alternativoj	prononco
level	kazerno	kazerno	a barrack, a soldiers' quarter	grupo	alternativoj	prononco
level	plorkrii	plorkrii	to cry weeping	grupo	alternativoj	prononco
level	peruko	peruko	a wig, a hair-piece	grupo	alternativoj	prononco
level	intesto	intesto	an intestine	grupo	alternativoj	prononco
level	mobilizi	mobilizi	to mobilize	grupo	alternativoj	prononco
level	flagri	flagri	to flare, to flicker	grupo	alternativoj	prononco
level	revizii	revizii	to revise	grupo	alternativoj	prononco
level	krizantemo	krizantemo	a chrysanthemum	grupo	alternativoj	prononco
level	aŭtentika	aŭtentika	authentic, genuine	grupo	alternativoj	prononco
level	tirkesto	tirkesto	a drawer	grupo	alternativoj	prononco
level	somnambulo	somnambulo	a sleepwalker, a somnambulist	grupo	alternativoj	prononco
level	staturo	staturo	a stature	grupo	alternativoj	prononco
level	manovri	manovri	to maneuver	grupo	alternativoj	prononco
level	bankroti	bankroti	to go bankrupt, to go broke	grupo	alternativoj	prononco
level	sinsekve	sinsekve	consecutively	grupo	alternativoj	prononco
level	kuristo	kuristo	a runner	grupo	alternativoj	prononco
level	sorbi	sorbi	to absorb, to soak up	grupo	alternativoj	prononco
level	vegetarano	vegetarano	a vegetarian person	grupo	alternativoj	prononco
level	oponi	oponi	to oppose	grupo	alternativoj	prononco
level	reflekti	reflekti	to reflect	grupo	alternativoj	prononco
level	forkuri	forkuri	to run away, to flee, to abscond	grupo	alternativoj	prononco
level	riverenci	riverenci	to bow, to curtsey, to make obeisance, to saalam	grupo	alternativoj	prononco
level	lojala	lojala	loyal, faithful	grupo	alternativoj	prononco
level	zumi	zumi	to hum, to buzz	grupo	alternativoj	prononco
level	digno	digno	a dignity	grupo	alternativoj	prononco
level	popola	popola	of people	grupo	alternativoj	prononco
level	subtila	subtila	subtle	grupo	alternativoj	prononco
level	bv. (~i)	bv. (~i)	please ~	grupo	alternativoj	prononco
level	spektaklo	spektaklo	a spectacle, a show, a performance	grupo	alternativoj	prononco
level	etapo	etapo	a stage, a phase, a stopover	grupo	alternativoj	prononco
level	najtingalo	najtingalo	a nightingale	grupo	alternativoj	prononco
level	prezidento	prezidento	a president (of a republic)	grupo	alternativoj	prononco
level	ŝtipo	ŝtipo	a log, a chunk of wood	grupo	alternativoj	prononco
level	vanta	vanta	vain, frivolous, conceited	grupo	alternativoj	prononco
level	delegito	delegito	a delegate	grupo	alternativoj	prononco
level	delegita reto	delegita reto	a network of delegated specialists	grupo	alternativoj	prononco
level	famekonata	famekonata	well known	grupo	alternativoj	prononco
level	orkestro	orkestro	an orchestra	grupo	alternativoj	prononco
level	nekonata	nekonata	unknown	grupo	alternativoj	prononco
level	tumulto	tumulto	a tumult, a riot	grupo	alternativoj	prononco
level	plando	plando	a sole (=plandumo)	grupo	alternativoj	prononco
level	kirli	kirli	to whirl, to stir	grupo	alternativoj	prononco
level	bulbo	bulbo	a bulb	grupo	alternativoj	prononco
level	balasto	balasto	a ballast	grupo	alternativoj	prononco
level	vakso	vakso	wax	grupo	alternativoj	prononco
level	torso	torso	a torso, a trunk	grupo	alternativoj	prononco
level	refreŝigaĵo	refreŝigaĵo	a refreshing drink	grupo	alternativoj	prononco
level	komisaro	komisaro	a commissary, a comissar	grupo	alternativoj	prononco
level	incenso	incenso	incense	grupo	alternativoj	prononco
level	submarŝipo	submarŝipo	submarine, a submarine	grupo	alternativoj	prononco
level	proleto	proleto	a proletarian (=proletario)	grupo	alternativoj	prononco
level	spado	spado	a rapier, a sword, a small sword	grupo	alternativoj	prononco
level	veluro	veluro	a velvet	grupo	alternativoj	prononco
level	inspektoro	inspektoro	an inspector, an overseer, a viewer	grupo	alternativoj	prononco
level	optimismo	optimismo	an optimism	grupo	alternativoj	prononco
level	velŝipo	velŝipo	a sailboat	grupo	alternativoj	prononco
level	kristo	kristo	Christ	grupo	alternativoj	prononco
level	ĝermo	ĝermo	a germ	grupo	alternativoj	prononco
level	desegnado	desegnado	drawing, designing	grupo	alternativoj	prononco
level	civilizacio	civilizacio	a civilization	grupo	alternativoj	prononco
level	frako	frako	a tailcoat, a dress coat	grupo	alternativoj	prononco
level	brakhorloĝo	brakhorloĝo	a wrist watch	grupo	alternativoj	prononco
level	provoki	provoki	to provoke, to incite, to challenge	grupo	alternativoj	prononco
level	akrido	akrido	a grasshopper, an acridium, a locust	grupo	alternativoj	prononco
level	biografio	biografio	biography	grupo	alternativoj	prononco
level	elfo	elfo	an elf	grupo	alternativoj	prononco
level	pedanta	pedanta	pedantic	grupo	alternativoj	prononco
level	halthorloĝo	halthorloĝo	a stop watch	grupo	alternativoj	prononco
level	cikatro	cikatro	a scar, a cicatrice	grupo	alternativoj	prononco
level	anticipi	anticipi	to anticipate, to think ahead	grupo	alternativoj	prononco
level	franco	franco	a Frenchman	grupo	alternativoj	prononco
level	vampiro	vampiro	a vampire	grupo	alternativoj	prononco
level	kolizii	kolizii	to collide with, to run into, to clash	grupo	alternativoj	prononco
level	luko	luko	a skylight, a porthole, a louver	grupo	alternativoj	prononco
level	vekhorloĝo	vekhorloĝo	an alarm clock (waking)	grupo	alternativoj	prononco
level	sigeli	sigeli	to seal, to stamp, to mark	grupo	alternativoj	prononco
level	aveno	aveno	oats	grupo	alternativoj	prononco
level	primitiva	primitiva	primitive	grupo	alternativoj	prononco
level	koketa	koketa	coquettish, cute, kinky, saucy, flirtatious	grupo	alternativoj	prononco
level	lamenti	lamenti	to lament, to grieve	grupo	alternativoj	prononco
level	sigelo	sigelo	a seal	grupo	alternativoj	prononco
level	refo	refo	a reef, a reef (sail)	grupo	alternativoj	prononco
level	psikologio	psikologio	psychology	grupo	alternativoj	prononco
level	saliko	saliko	a willow	grupo	alternativoj	prononco
level	legolibro	legolibro	a reading book	grupo	alternativoj	prononco
level	kajuto	kajuto	a cabin	grupo	alternativoj	prononco
level	pseŭdonimo	pseŭdonimo	a pseudonym	grupo	alternativoj	prononco
level	anekdoto	anekdoto	an anecdote	grupo	alternativoj	prononco
level	lino	lino	linen, flax	grupo	alternativoj	prononco
level	plura	plura	plural	grupo	alternativoj	prononco
level	taglibro	taglibro	a diary, a journal	grupo	alternativoj	prononco
level	laboratorio	laboratorio	a laboratory, a lab	grupo	alternativoj	prononco
level	banklibro	banklibro	a bank book	grupo	alternativoj	prononco
level	basko	basko	a coattail, a train (of a dress robe)	grupo	alternativoj	prononco
level	spiko	spiko	a spike (of corn), an ear (of corn)	grupo	alternativoj	prononco
